,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,y_pred_final_proba,y_pred_final,y_actual
4625,20.0,Computer,1,25.0,Credit Card,Female,3.0,4,Fashion,3,Married,7,0,12.0,1.0,2.0,4.0,230.27,0.08031528374885455,0,0
4215,7.0,Computer,1,30.0,Debit Card,Female,4.0,4,Fashion,1,Single,3,1,13.0,4.0,2.0,13.0,259.58,0.05221559231392154,0,0
535,20.0,Computer,1,15.0,Debit Card,Male,2.0,4,Mobile Phone,2,Married,10,1,14.0,0.0,1.0,0.0,123.80000000000001,0.9881259483100031,1,1
493,0.0,Mobile Phone,1,8.0,Credit Card,Male,3.0,1,Mobile Phone,5,Single,8,0,13.0,1.0,1.0,1.0,134.24,0.7844635681301821,1,0
1788,0.0,Computer,1,10.0,Cash on Delivery,Male,3.0,4,Mobile Phone,3,Single,6,0,16.0,0.0,1.0,2.0,138.94,0.9538667863759615,1,1
683,2.0,Mobile Phone,1,13.0,Debit Card,Female,3.0,3,Mobile Phone,2,Married,5,0,22.0,0.0,1.0,7.0,125.13999999999999,0.016546049994399327,0,0
1868,23.0,Mobile Phone,1,34.0,Credit Card,Male,3.0,1,Mobile Phone,3,Married,2,1,11.0,0.0,3.0,8.0,132.21,0.00046883267421319783,0,0
4123,1.0,Mobile Phone,3,15.0,Unified Payment Identifier,Female,3.0,4,Laptop & Accessory,3,Married,2,1,23.0,2.0,2.0,5.0,174.07,0.33254484553163455,0,0
801,16.0,Mobile Phone,3,10.0,E-Wallet,Female,2.0,4,Fashion,2,Single,4,0,14.0,10.0,15.0,17.0,202.31,0.13371522700243155,0,0
1636,9.0,Mobile Phone,1,9.0,Cash on Delivery,Male,1.0,3,Laptop & Accessory,4,Single,5,0,12.0,2.0,7.0,7.0,144.85,0.014160467675090554,0,0
4091,29.0,Mobile Phone,2,33.0,Unified Payment Identifier,Male,4.0,2,Others,4,Married,6,1,15.0,2.0,2.0,5.0,321.36,0.0008217247245243026,0,0
105,25.0,Mobile Phone,1,8.0,Debit Card,Female,2.0,4,Mobile Phone,2,Single,8,0,15.0,0.0,2.0,2.0,132.12,0.0006180968696892396,0,0
5075,1.0,Computer,1,17.0,Debit Card,Female,3.0,5,Mobile Phone,3,Single,3,0,21.0,2.0,3.0,3.0,151.25,0.9233431516946867,1,1
2169,15.0,Mobile Phone,1,35.0,Credit Card,Male,2.0,5,Laptop & Accessory,1,Single,5,0,19.0,1.0,1.0,0.0,142.72,0.06094398088419446,0,0
2294,12.0,Mobile Phone,1,24.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Single,1,0,11.0,1.0,1.0,7.0,145.34,0.01401578584078995,0,0
3481,1.0,Mobile Phone,3,11.0,Cash on Delivery,Male,3.0,4,Fashion,5,Single,2,1,23.0,4.0,5.0,2.0,220.82,0.9919911279234314,1,1
3287,16.0,Mobile Phone,1,7.0,Debit Card,Female,3.0,5,Laptop & Accessory,2,Divorced,11,1,14.0,1.0,2.0,3.0,185.62,0.052383297099231216,0,0
4447,12.0,Mobile Phone,1,30.0,Debit Card,Male,3.0,4,Laptop & Accessory,1,Married,11,0,15.0,1.0,2.0,3.0,182.45,0.013086771399893142,0,0
5368,8.0,Mobile Phone,1,12.0,Credit Card,Male,3.0,5,Laptop & Accessory,1,Married,3,0,15.0,1.0,5.0,14.0,164.86,0.0014318983854698904,0,0
451,2.0,Computer,3,5.0,E-Wallet,Male,2.0,3,Laptop & Accessory,2,Divorced,1,0,19.0,0.0,1.0,1.0,143.42,0.018391999704561394,0,0
3429,1.0,Mobile Phone,1,9.0,Debit Card,Female,3.0,4,Laptop & Accessory,2,Divorced,2,0,19.0,1.0,3.0,3.0,167.27,0.007111959269019132,0,0
184,4.0,Mobile Phone,1,11.0,Cash on Delivery,Male,2.0,3,Mobile Phone,2,Divorced,1,1,12.0,0.0,1.0,3.0,148.21,0.023071522820576708,0,0
44,5.0,Mobile Phone,1,12.0,Debit Card,Male,3.0,3,Mobile Phone,3,Single,4,0,20.0,0.0,1.0,4.0,130.38,0.008084708193059722,0,0
1984,22.0,Mobile Phone,1,6.0,Cash on Delivery,Female,2.0,3,Mobile Phone,5,Married,3,0,16.0,0.0,1.0,2.0,135.8,0.0008578022375299255,0,0
524,26.0,Mobile Phone,1,29.0,Debit Card,Female,3.0,3,Grocery,2,Single,7,0,18.0,2.0,2.0,8.0,242.75,0.0006481792795588276,0,0
4949,8.0,Mobile Phone,2,7.0,Credit Card,Male,4.0,5,Fashion,5,Married,11,0,15.0,3.0,4.0,2.0,229.82,0.896634332545168,1,1
4397,26.0,Computer,3,9.0,Debit Card,Male,4.0,5,Others,3,Single,3,1,15.0,2.0,16.0,13.0,315.68,0.006090213871542394,0,0
563,1.0,Mobile Phone,3,27.0,Unified Payment Identifier,Male,2.0,4,Mobile Phone,4,Single,2,1,13.0,0.0,1.0,0.0,121.21000000000001,0.9972208210111705,1,1
1059,27.0,Mobile Phone,1,28.0,Credit Card,Female,3.0,3,Grocery,3,Married,4,0,25.0,1.0,4.0,7.0,274.26,0.000496054630312684,0,0
4808,11.0,Computer,3,28.0,Credit Card,Female,3.0,4,Mobile Phone,1,Married,7,0,16.0,2.0,2.0,1.0,154.73,0.039546354035476156,0,0
2395,15.0,Computer,1,15.0,Credit Card,Female,3.0,3,Mobile Phone,1,Single,2,0,13.0,0.0,5.0,8.0,136.73,0.008706564221452363,0,0
3657,14.0,Mobile Phone,1,7.0,Debit Card,Male,3.0,4,Mobile Phone,4,Divorced,5,0,23.0,2.0,2.0,4.0,148.87,0.04982794872208601,0,0
70,10.0,Mobile Phone,1,27.0,Debit Card,Male,3.0,2,Mobile Phone,5,Divorced,2,1,12.0,0.0,1.0,7.0,135.64,0.02413981632526433,0,0
3717,8.0,Mobile Phone,1,7.0,Debit Card,Female,3.0,5,Mobile Phone,4,Divorced,7,0,18.0,2.0,2.0,3.0,157.94,0.011963968787085092,0,0
1929,15.0,Computer,1,14.0,Debit Card,Male,3.0,3,Others,1,Married,2,0,13.0,1.0,14.0,9.0,284.3,0.07909377016307423,0,0
1117,13.0,Mobile Phone,3,13.0,Credit Card,Male,2.0,3,Others,4,Single,2,0,15.0,1.0,12.0,8.0,298.33,0.019979143865232387,0,0
3599,1.0,Mobile Phone,1,32.0,Debit Card,Female,3.0,2,Mobile Phone,2,Single,3,1,13.0,2.0,2.0,2.0,154.94,0.15009882650142256,0,0
5143,8.0,Mobile Phone,1,9.0,Cash on Delivery,Female,4.0,4,Laptop & Accessory,1,Single,3,0,12.0,5.0,5.0,12.0,191.87,0.002039395767084927,0,0
939,10.0,Mobile Phone,2,6.0,Debit Card,Male,2.0,3,Mobile Phone,3,Married,1,0,21.0,0.0,1.0,3.0,120.63999999999999,0.0027446498731926693,0,0
3336,27.0,Mobile Phone,3,15.0,E-Wallet,Male,4.0,4,Grocery,2,Divorced,7,0,15.0,1.0,2.0,3.0,243.36,0.0006870036554922742,0,0
2215,8.0,Mobile Phone,3,23.0,Debit Card,Male,3.0,3,Laptop & Accessory,5,Married,4,1,15.0,0.0,1.0,7.0,189.66,0.0338507159134416,0,0
4504,9.0,Mobile Phone,1,12.0,Cash on Delivery,Male,4.0,4,Fashion,4,Single,2,0,14.0,2.0,2.0,14.0,205.95,0.028953521271350015,0,0
3692,9.0,Computer,1,25.0,Debit Card,Male,3.0,4,Fashion,2,Single,4,0,12.0,1.0,3.0,4.0,218.62,0.2384982183461778,0,0
3433,31.0,Mobile Phone,1,9.0,Debit Card,Female,4.0,5,Grocery,2,Single,5,1,14.0,1.0,5.0,4.0,262.26,0.000671858453889601,0,0
3258,19.0,Mobile Phone,1,9.0,Credit Card,Male,4.0,4,Others,5,Divorced,7,1,14.0,2.0,2.0,5.0,323.59,0.8424031855497031,1,1
1700,0.0,Mobile Phone,3,6.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Married,2,0,17.0,0.0,7.0,7.0,152.96,0.11630984772905371,0,0
4877,1.0,Mobile Phone,1,23.0,Cash on Delivery,Female,3.0,4,Mobile Phone,4,Married,11,0,15.0,3.0,3.0,3.0,153.11,0.3140532545711949,0,0
3936,1.0,Computer,2,15.0,Unified Payment Identifier,Female,4.0,5,Mobile Phone,1,Married,8,0,12.0,2.0,2.0,3.0,146.8,0.925875765075724,1,1
3708,10.0,Mobile Phone,1,11.0,Debit Card,Male,3.0,5,Laptop & Accessory,2,Single,3,0,17.0,2.0,2.0,9.0,183.1,0.0035409141095075047,0,0
2725,8.0,Mobile Phone,3,24.0,Credit Card,Male,3.0,3,Laptop & Accessory,5,Married,1,0,16.0,1.0,1.0,4.0,155.61,0.016849460834238595,0,0
3782,19.0,Mobile Phone,1,35.0,Cash on Delivery,Male,4.0,4,Mobile Phone,1,Married,6,0,21.0,2.0,2.0,4.0,146.32,0.09896053662859249,0,0
1344,7.0,Mobile Phone,1,14.0,Credit Card,Male,2.0,1,Laptop & Accessory,3,Married,3,0,12.0,0.0,1.0,2.0,144.04,0.0062853429211198,0,0
1022,22.0,Mobile Phone,1,31.0,Debit Card,Female,2.0,3,Mobile Phone,5,Married,2,0,14.0,0.0,1.0,4.0,132.11,0.00292511394353882,0,0
2645,7.0,Mobile Phone,3,14.0,Cash on Delivery,Male,3.0,1,Laptop & Accessory,3,Married,2,0,21.0,2.0,4.0,8.0,167.99,0.004911665848527371,0,0
116,5.0,Computer,3,32.0,E-Wallet,Male,3.0,3,Laptop & Accessory,2,Divorced,1,0,18.0,1.0,2.0,2.0,144.65,0.016177915370535142,0,0
1260,7.0,Mobile Phone,3,19.0,Credit Card,Male,2.0,3,Fashion,3,Married,2,0,18.0,1.0,1.0,1.0,186.28,0.0377458929006007,0,0
3846,14.0,Mobile Phone,1,22.0,Debit Card,Female,4.0,5,Fashion,3,Married,3,0,14.0,2.0,15.0,4.0,229.35,0.08189006190351404,0,0
3195,1.0,Mobile Phone,1,13.0,Debit Card,Female,4.0,4,Mobile Phone,2,Divorced,3,1,14.0,1.0,2.0,3.0,151.59,0.4303210998582409,0,0
1611,4.0,Mobile Phone,1,29.0,Credit Card,Male,3.0,4,Laptop & Accessory,1,Married,1,0,21.0,0.0,7.0,8.0,155.82,0.006736268866656874,0,0
2496,1.0,Mobile Phone,1,33.0,Credit Card,Female,2.0,5,Laptop & Accessory,5,Married,1,0,21.0,1.0,1.0,0.0,148.77,0.4187629059738388,0,0
4425,3.0,Mobile Phone,3,9.0,Credit Card,Male,4.0,5,Laptop & Accessory,4,Married,4,0,20.0,2.0,2.0,1.0,191.44,0.04068459810922686,0,0
3136,15.0,Computer,3,17.0,Debit Card,Male,3.0,4,Laptop & Accessory,2,Single,9,0,15.0,1.0,2.0,11.0,187.3,0.022433775292833042,0,0
3841,2.0,Mobile Phone,1,34.0,Credit Card,Female,3.0,6,Laptop & Accessory,5,Married,2,0,22.0,2.0,2.0,1.0,25.0,0.029916869130306115,0,0
5104,2.0,Computer,1,8.0,Debit Card,Female,3.0,6,Laptop & Accessory,1,Married,2,0,12.0,8.0,8.0,6.0,191.74,0.11936305495055798,0,0
5118,8.0,Mobile Phone,1,16.0,Debit Card,Male,3.0,4,Fashion,1,Married,2,0,12.0,1.0,2.0,4.0,210.0,0.1997895436316952,0,0
831,29.0,Mobile Phone,2,14.0,Debit Card,Male,2.0,3,Others,4,Single,7,0,15.0,1.0,7.0,7.0,297.17,0.0012437511256775291,0,0
3619,2.0,Computer,1,9.0,Debit Card,Male,3.0,5,Mobile Phone,2,Divorced,3,1,13.0,3.0,3.0,3.0,163.67,0.021741987685932912,0,0
1167,12.0,Computer,3,26.0,Debit Card,Male,2.0,3,Laptop & Accessory,1,Married,3,0,18.0,1.0,2.0,2.0,141.27,0.016685609629484347,0,0
5228,1.0,Computer,1,9.0,Credit Card,Male,3.0,5,Mobile Phone,5,Single,9,0,12.0,2.0,2.0,1.0,150.61,0.9822441046884056,1,1
5216,1.0,Computer,3,8.0,Cash on Delivery,Male,4.0,4,Mobile Phone,3,Married,5,0,16.0,2.0,2.0,3.0,154.09,0.9532446585543216,1,1
3074,10.0,Mobile Phone,3,9.0,Credit Card,Male,4.0,5,Fashion,3,Divorced,3,0,14.0,10.0,10.0,1.0,200.96,0.12035179514721192,0,0
3786,14.0,Mobile Phone,2,13.0,Credit Card,Male,3.0,4,Grocery,1,Single,3,1,22.0,1.0,8.0,8.0,289.37,0.0147209322492561,0,0
2824,1.0,Mobile Phone,1,32.0,Debit Card,Male,3.0,6,Mobile Phone,3,Single,3,0,13.0,2.0,2.0,2.0,147.93,0.9326372592855766,1,1
4592,8.0,Mobile Phone,1,9.0,Debit Card,Male,4.0,5,Mobile Phone,3,Married,5,0,13.0,4.0,6.0,8.0,152.68,0.041709862354239215,0,0
4456,1.0,Mobile Phone,1,10.0,Debit Card,Male,3.0,4,Mobile Phone,3,Single,3,0,14.0,2.0,2.0,1.0,139.2,0.9211699490651828,1,1
307,7.0,Mobile Phone,1,8.0,Debit Card,Male,3.0,4,Mobile Phone,3,Married,4,0,12.0,5.0,5.0,7.0,127.68,0.032006881560931566,0,0
3420,4.0,Mobile Phone,1,15.0,Debit Card,Female,4.0,2,Fashion,5,Divorced,2,1,13.0,1.0,2.0,8.0,239.16000000000003,0.14621851705241024,0,0
702,4.0,Computer,1,12.0,Debit Card,Male,3.0,4,Mobile Phone,3,Married,2,1,14.0,1.0,1.0,2.0,127.03,0.065192808267083,0,0
991,28.0,Mobile Phone,3,32.0,E-Wallet,Male,2.0,4,Others,1,Married,2,0,15.0,2.0,2.0,13.0,295.86,0.0006914935703706346,0,0
4400,13.0,Mobile Phone,1,7.0,Credit Card,Female,4.0,4,Mobile Phone,3,Married,9,0,15.0,2.0,2.0,3.0,147.32,0.011993076832375592,0,0
4464,13.0,Mobile Phone,1,7.0,Credit Card,Male,3.0,2,Fashion,1,Married,2,0,18.0,2.0,4.0,4.0,221.13,0.010174329785458845,0,0
2434,10.0,Mobile Phone,1,19.0,Credit Card,Male,2.0,3,Laptop & Accessory,1,Married,2,0,17.0,2.0,3.0,7.0,142.85,0.021441295590004027,0,0
1459,7.0,Mobile Phone,1,12.0,Debit Card,Female,2.0,4,Laptop & Accessory,4,Married,7,0,15.0,1.0,1.0,0.0,145.05,0.04315502627617021,0,0
1231,14.0,Mobile Phone,3,14.0,E-Wallet,Female,2.0,3,Laptop & Accessory,4,Married,6,0,21.0,1.0,1.0,4.0,143.93,0.01793369545507713,0,0
673,1.0,Mobile Phone,1,31.0,Credit Card,Male,2.0,4,Mobile Phone,4,Single,5,1,20.0,0.0,2.0,2.0,123.13,0.9968601441522716,1,1
1135,5.0,Computer,1,11.0,Cash on Delivery,Male,3.0,3,Mobile Phone,4,Single,3,0,14.0,1.0,1.0,7.0,127.18,0.03140607430781786,0,0
5082,18.0,Mobile Phone,1,11.0,Debit Card,Male,4.0,2,Others,5,Married,3,0,15.0,3.0,15.0,14.0,316.9,0.0112668387199899,0,0
3526,1.0,Mobile Phone,3,30.0,Debit Card,Female,3.0,5,Fashion,5,Divorced,3,0,14.0,1.0,4.0,11.0,198.36,0.945071550017262,1,1
5442,7.0,Mobile Phone,1,15.0,Debit Card,Male,3.0,2,Mobile Phone,5,Married,8,0,20.0,4.0,8.0,7.0,156.43,0.05442560104777933,0,0
4865,13.0,Mobile Phone,3,9.0,Debit Card,Male,3.0,2,Fashion,3,Single,2,0,19.0,1.0,2.0,8.0,203.8,0.007467344154240192,0,0
4409,19.0,Computer,1,14.0,Debit Card,Male,4.0,2,Laptop & Accessory,3,Married,6,0,18.0,2.0,2.0,3.0,189.34,0.015910774244476136,0,0
4449,2.0,Mobile Phone,1,15.0,Debit Card,Female,4.0,4,Mobile Phone,1,Single,3,0,22.0,2.0,2.0,3.0,158.1,0.029212806542792395,0,0
4817,3.0,Mobile Phone,1,14.0,Credit Card,Female,4.0,5,Mobile Phone,1,Married,8,0,15.0,2.0,2.0,4.0,150.32,0.06688459951100986,0,0
4421,12.0,Computer,3,9.0,Debit Card,Male,3.0,5,Laptop & Accessory,1,Married,5,0,19.0,2.0,8.0,6.0,177.49,0.10768429911659924,0,0
4160,5.0,Mobile Phone,3,7.0,Debit Card,Female,4.0,4,Laptop & Accessory,1,Single,10,1,12.0,1.0,2.0,6.0,184.93,0.18472109610251158,0,1
3283,10.0,Mobile Phone,1,7.0,Unified Payment Identifier,Female,3.0,4,Laptop & Accessory,4,Divorced,2,0,16.0,1.0,2.0,6.0,177.28,0.0014671942613518631,0,0
945,1.0,Computer,3,13.0,Debit Card,Male,2.0,3,Laptop & Accessory,5,Single,1,0,14.0,1.0,1.0,3.0,148.98,0.22338421732434707,0,0
3020,17.0,Computer,1,17.0,Debit Card,Female,3.0,5,Laptop & Accessory,3,Married,3,0,12.0,1.0,2.0,1.0,177.57,0.014100625804559968,0,0
891,1.0,Mobile Phone,1,14.0,Debit Card,Female,2.0,4,Mobile Phone,4,Single,2,0,12.0,0.0,1.0,0.0,112.61000000000001,0.966938147712664,1,1
1026,1.0,Mobile Phone,1,33.0,Credit Card,Female,2.0,5,Laptop & Accessory,5,Married,1,0,21.0,1.0,1.0,0.0,0.0,0.8656866001699882,1,0
4143,10.0,Mobile Phone,3,18.0,E-Wallet,Female,4.0,5,Laptop & Accessory,1,Married,6,0,14.0,2.0,2.0,1.0,191.52,0.07046421882126082,0,0
2950,6.0,Computer,1,14.0,Debit Card,Male,4.0,3,Mobile Phone,4,Divorced,3,0,21.0,1.0,2.0,4.0,152.94,0.021562967674532252,0,0
1312,12.0,Computer,1,15.0,Debit Card,Male,2.0,3,Others,1,Single,3,0,15.0,0.0,1.0,3.0,294.31,0.028566648655017707,0,0
4545,1.0,Computer,1,11.0,Cash on Delivery,Male,3.0,4,Mobile Phone,1,Single,11,1,24.0,2.0,2.0,1.0,147.85,0.988727383403999,1,1
3502,17.0,Computer,1,34.0,Debit Card,Female,3.0,4,Fashion,5,Divorced,10,0,12.0,1.0,2.0,2.0,233.2,0.04026005403831434,0,0
4104,21.0,Mobile Phone,1,32.0,Credit Card,Male,3.0,4,Fashion,3,Single,4,0,24.0,2.0,13.0,4.0,211.33,0.10479584230198191,0,0
1730,1.0,Computer,1,10.0,Cash on Delivery,Male,2.0,3,Mobile Phone,1,Single,10,1,23.0,1.0,1.0,0.0,122.85,0.9968845005727934,1,1
4683,24.0,Mobile Phone,1,35.0,Credit Card,Male,4.0,2,Mobile Phone,3,Married,3,1,12.0,1.0,4.0,9.0,157.21,0.0011349176257813133,0,0
456,3.0,Mobile Phone,1,6.0,Debit Card,Male,2.0,5,Mobile Phone,3,Divorced,4,0,21.0,1.0,1.0,2.0,138.33,0.0075051352026264334,0,0
4941,1.0,Mobile Phone,1,7.0,Credit Card,Male,3.0,5,Mobile Phone,5,Married,3,0,17.0,2.0,2.0,4.0,164.55,0.03848479885889952,0,0
4806,27.0,Mobile Phone,3,15.0,E-Wallet,Male,4.0,4,Grocery,1,Married,7,0,15.0,3.0,2.0,3.0,243.36,0.0006870036554922742,0,0
448,0.0,Mobile Phone,3,14.0,Cash on Delivery,Male,2.0,4,Laptop & Accessory,5,Single,7,0,17.0,1.0,1.0,2.0,153.26,0.9757443996944059,1,1
865,6.0,Computer,3,11.0,Debit Card,Male,3.0,3,Laptop & Accessory,2,Divorced,7,0,13.0,1.0,1.0,2.0,199.98,0.06122270205789098,0,0
3473,15.0,Mobile Phone,1,14.0,Cash on Delivery,Female,3.0,2,Mobile Phone,3,Divorced,3,0,14.0,2.0,2.0,9.0,158.76,0.007967119210909162,0,0
1405,5.0,Mobile Phone,1,6.0,Credit Card,Male,2.0,3,Laptop & Accessory,1,Married,2,1,22.0,5.0,7.0,8.0,161.62,0.002218571065660954,0,0
2508,10.0,Mobile Phone,1,16.0,Credit Card,Female,3.0,3,Mobile Phone,4,Married,2,0,11.0,4.0,7.0,7.0,139.36,0.02005995638972527,0,0
4022,1.0,Computer,1,31.0,Debit Card,Male,4.0,5,Mobile Phone,1,Single,3,1,25.0,2.0,2.0,1.0,149.39,0.9969474009757572,1,1
4276,8.0,Mobile Phone,1,12.0,Credit Card,Female,3.0,5,Fashion,5,Single,4,0,13.0,3.0,2.0,9.0,241.31,0.017159110223638425,0,0
1386,0.0,Mobile Phone,1,13.0,Debit Card,Female,2.0,3,Mobile Phone,5,Married,2,0,13.0,1.0,1.0,0.0,123.41,0.35541079023856714,0,0
5018,27.0,Mobile Phone,1,14.0,Credit Card,Female,3.0,4,Others,3,Married,5,0,15.0,4.0,5.0,8.0,311.06,0.0011237699475538931,0,0
5595,18.0,Mobile Phone,1,8.0,Credit Card,Male,3.0,4,Mobile Phone,1,Single,8,1,13.0,2.0,2.0,3.0,149.36,0.18696657164546382,0,0
779,21.0,Mobile Phone,1,6.0,Debit Card,Male,3.0,4,Others,2,Single,7,0,12.0,1.0,1.0,0.0,282.65,0.02577735010523667,0,0
5600,10.0,Computer,1,11.0,Debit Card,Female,4.0,4,Laptop & Accessory,4,Married,9,0,14.0,1.0,2.0,3.0,176.31,0.014145842976216528,0,0
5188,15.0,Mobile Phone,1,12.0,Credit Card,Male,3.0,2,Mobile Phone,3,Married,4,1,13.0,1.0,2.0,4.0,146.27,0.013064746440521224,0,0
2587,13.0,Mobile Phone,3,13.0,Credit Card,Male,2.0,3,Others,4,Single,2,0,15.0,12.0,12.0,8.0,298.33,0.05047091329885039,0,0
4472,5.0,Mobile Phone,1,9.0,Debit Card,Male,3.0,4,Mobile Phone,1,Married,2,1,19.0,3.0,3.0,3.0,151.95,0.013154131173343929,0,0
4601,16.0,Computer,1,12.0,Unified Payment Identifier,Male,4.0,4,Mobile Phone,3,Married,6,0,18.0,1.0,3.0,1.0,145.93,0.017862018454625418,0,0
5585,7.0,Mobile Phone,1,22.0,Credit Card,Female,4.0,4,Laptop & Accessory,1,Married,2,1,14.0,7.0,9.0,2.0,173.78,0.005343959534946903,0,0
3037,21.0,Computer,3,11.0,Credit Card,Male,3.0,4,Laptop & Accessory,3,Single,5,0,20.0,1.0,2.0,1.0,154.76,0.009839260049570666,0,0
4582,1.0,Mobile Phone,2,9.0,Cash on Delivery,Male,3.0,5,Mobile Phone,1,Single,3,0,13.0,1.0,2.0,1.0,150.64,0.9398722057727971,1,1
4840,10.0,Mobile Phone,1,14.0,Unified Payment Identifier,Male,4.0,4,Mobile Phone,1,Single,4,0,19.0,2.0,2.0,2.0,171.78,0.003273225251264005,0,0
3894,12.0,Computer,3,14.0,Credit Card,Female,4.0,4,Mobile Phone,3,Married,4,1,12.0,5.0,8.0,8.0,151.55,0.741441217116397,1,1
3379,1.0,Mobile Phone,1,11.0,Cash on Delivery,Male,3.0,4,Mobile Phone,5,Single,3,0,20.0,2.0,2.0,1.0,154.73,0.6059288555939866,1,1
2261,19.0,Mobile Phone,3,10.0,E-Wallet,Female,2.0,4,Others,4,Married,3,0,14.0,1.0,1.0,8.0,287.89,0.06924187745786968,0,0
5479,6.0,Computer,3,17.0,E-Wallet,Male,4.0,4,Laptop & Accessory,1,Single,10,0,14.0,1.0,2.0,1.0,171.48,0.05415069657316691,0,0
3381,14.0,Computer,1,16.0,Credit Card,Male,3.0,4,Mobile Phone,4,Married,10,1,15.0,1.0,2.0,1.0,161.17,0.5162294058304777,1,0
2952,6.0,Mobile Phone,1,9.0,Cash on Delivery,Male,3.0,5,Laptop & Accessory,5,Single,6,0,14.0,1.0,2.0,5.0,146.76,0.17979595456799688,0,0
776,21.0,Mobile Phone,1,13.0,Cash on Delivery,Male,3.0,1,Mobile Phone,4,Single,6,0,11.0,0.0,1.0,0.0,125.59,0.04828168457635414,0,0
2192,7.0,Computer,1,7.0,Credit Card,Male,3.0,4,Laptop & Accessory,5,Single,1,0,20.0,0.0,4.0,9.0,153.43,0.003449939531857695,0,0
3048,10.0,Computer,3,7.0,Credit Card,Female,3.0,4,Laptop & Accessory,2,Single,6,0,16.0,2.0,2.0,1.0,191.53,0.03195258841314741,0,0
378,7.0,Mobile Phone,1,6.0,Debit Card,Male,3.0,3,Mobile Phone,2,Divorced,2,0,12.0,6.0,8.0,8.0,126.91,0.015049709456063327,0,0
2472,10.0,Mobile Phone,1,16.0,Cash on Delivery,Male,2.0,1,Mobile Phone,3,Married,3,0,16.0,0.0,2.0,2.0,120.72999999999999,0.006253088628042142,0,0
5109,13.0,Mobile Phone,1,25.0,Debit Card,Male,3.0,4,Laptop & Accessory,3,Single,2,0,12.0,2.0,2.0,8.0,170.34,0.008130589870170547,0,0
2312,13.0,Mobile Phone,1,13.0,Debit Card,Male,2.0,3,Mobile Phone,4,Married,4,0,22.0,1.0,1.0,3.0,123.87,0.004534456180398248,0,0
3780,3.0,Mobile Phone,1,15.0,Unified Payment Identifier,Female,3.0,6,Laptop & Accessory,5,Married,5,0,14.0,1.0,2.0,4.0,222.15,0.02827653358322946,0,0
1493,10.0,Mobile Phone,1,15.0,Debit Card,Male,3.0,3,Mobile Phone,5,Married,3,0,21.0,0.0,1.0,4.0,122.38,0.020800007275179968,0,0
1600,0.0,Mobile Phone,1,6.0,Debit Card,Female,3.0,3,Laptop & Accessory,3,Married,1,0,12.0,1.0,1.0,2.0,148.98,0.24781036929121508,0,0
2406,10.0,Computer,3,19.0,Debit Card,Female,3.0,3,Mobile Phone,4,Married,2,0,13.0,0.0,1.0,0.0,120.33000000000001,0.013755212797303336,0,0
3489,16.0,Mobile Phone,1,9.0,Credit Card,Male,3.0,4,Grocery,5,Divorced,2,0,15.0,6.0,14.0,8.0,301.65,0.0421529094119122,0,0
1124,0.0,Mobile Phone,3,15.0,E-Wallet,Female,3.0,5,Mobile Phone,4,Single,2,0,13.0,1.0,2.0,2.0,127.6,0.9618857294594813,1,1
1770,23.0,Mobile Phone,1,35.0,Debit Card,Male,2.0,4,Grocery,3,Married,1,0,15.0,1.0,15.0,7.0,270.46,0.002594470994665484,0,0
4109,16.0,Mobile Phone,1,25.0,Debit Card,Male,3.0,4,Laptop & Accessory,5,Married,8,1,18.0,1.0,2.0,3.0,179.1,0.07483357808709143,0,0
4192,4.0,Mobile Phone,1,16.0,Credit Card,Male,3.0,5,Mobile Phone,3,Single,3,0,14.0,1.0,2.0,9.0,147.06,0.03651471149024156,0,0
4580,3.0,Mobile Phone,1,10.0,Credit Card,Male,4.0,5,Fashion,3,Married,3,0,19.0,1.0,2.0,8.0,244.35000000000002,0.01937798287867962,0,0
2090,28.0,Computer,1,24.0,Credit Card,Male,3.0,3,Laptop & Accessory,4,Married,4,1,14.0,2.0,6.0,7.0,163.85,0.0009837538289847992,0,0
4912,1.0,Mobile Phone,1,23.0,Debit Card,Female,3.0,2,Mobile Phone,5,Single,3,0,17.0,4.0,16.0,15.0,152.43,0.9699163883608884,1,1
893,9.0,Mobile Phone,1,10.0,Debit Card,Male,2.0,4,Laptop & Accessory,2,Single,2,0,16.0,1.0,1.0,8.0,158.1,0.002506779525356265,0,0
5016,1.0,Mobile Phone,1,6.0,Debit Card,Male,3.0,5,Mobile Phone,3,Single,3,0,13.0,1.0,2.0,3.0,155.33,0.16070556240219602,0,0
3176,11.0,Mobile Phone,3,9.0,E-Wallet,Male,4.0,4,Laptop & Accessory,3,Divorced,6,1,12.0,1.0,2.0,4.0,221.02,0.11820519798496645,0,0
1995,16.0,Computer,1,6.0,Debit Card,Female,2.0,3,Laptop & Accessory,1,Married,5,0,13.0,1.0,2.0,2.0,155.62,0.006216794767630673,0,0
532,2.0,Mobile Phone,1,13.0,Credit Card,Female,3.0,4,Mobile Phone,2,Married,7,0,14.0,1.0,1.0,3.0,125.32,0.05837620618600472,0,0
